Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temp_Difference,Power,Wear_Ratio
1,297.8,308.5,1699,27.8,199,0,10.699999999999989,47232.2,0.1171277221895232
1,297.7,308.5,1501,41.4,201,0,10.800000000000011,62141.4,0.1339107261825449
1,297.7,308.5,1373,56.7,203,1,10.800000000000011,77849.1,0.1478514202476329
0,297.6,308.4,1703,31.4,205,0,10.799999999999956,53474.2,0.1203758073987081
0,297.7,308.5,1720,29.9,210,0,10.800000000000011,51428.0,0.1220930232558139
2,297.6,308.4,1398,41.9,215,0,10.799999999999956,58576.2,0.1537911301859799
2,297.6,308.4,1391,51.9,218,0,10.799999999999956,72192.9,0.1567217828900071
2,297.6,308.3,1538,40.2,0,0,10.699999999999989,61827.600000000006,0.0
1,297.5,308.2,1647,31.3,3,0,10.699999999999989,51551.1,0.0018214936247723
2,297.5,308.1,1469,44.8,5,0,10.600000000000025,65811.2,0.0034036759700476
1,297.4,308.1,1749,25.9,8,0,10.700000000000044,45299.1,0.0045740423098913
2,297.6,308.2,1995,20.5,10,0,10.599999999999966,40897.5,0.0050125313283208
1,297.6,308.3,1742,27.7,13,0,10.699999999999989,48253.4,0.0074626865671641
1,297.5,308.2,1563,38.2,15,0,10.699999999999989,59706.600000000006,0.0095969289827255
2,297.5,308.2,1713,32.2,17,0,10.699999999999989,55158.600000000006,0.0099241097489784
1,297.4,308.1,1474,39.4,20,0,10.700000000000044,58075.6,0.0135685210312075
2,297.4,308.2,1530,32.6,22,0,10.800000000000011,49878.0,0.0143790849673202
1,297.4,308.2,1471,46.5,25,0,10.800000000000011,68401.5,0.0169952413324269
1,297.5,308.3,1388,48.6,27,0,10.800000000000011,67456.8,0.0194524495677233
2,297.5,308.2,2448,13.8,29,0,10.699999999999989,33782.4,0.0118464052287581
1,297.5,308.3,1585,32.9,32,0,10.800000000000011,52146.5,0.0201892744479495
2,297.5,308.3,1459,45.2,34,0,10.800000000000011,65946.8,0.0233036326250856
1,297.5,308.3,1544,40.8,37,0,10.800000000000011,62995.2,0.0239637305699481
1,297.6,308.3,1617,31.7,39,0,10.699999999999989,51258.9,0.0241187384044526
1,297.6,308.3,1595,34.3,41,0,10.699999999999989,54708.49999999999,0.025705329153605
0,297.6,308.3,1400,44.3,43,0,10.699999999999989,62019.99999999999,0.0307142857142857
2,297.6,308.4,1611,31.0,48,0,10.799999999999956,49941.0,0.0297951582867784
2,297.6,308.4,1507,46.0,51,0,10.799999999999956,69322.0,0.0338420703384207
0,297.5,308.3,1674,30.0,54,0,10.800000000000011,50220.0,0.032258064516129
1,297.6,308.3,1658,34.3,59,0,10.699999999999989,56869.4,0.0355850422195416
1,297.6,308.3,1623,36.9,61,0,10.699999999999989,59888.7,0.0375847196549599
2,297.6,308.4,1398,48.9,63,0,10.799999999999956,68362.2,0.0450643776824034
1,297.6,308.4,1517,34.2,66,0,10.799999999999956,51881.4,0.043506921555702
2,297.6,308.3,1467,36.7,68,0,10.699999999999989,53838.9,0.0463531015678254
2,297.6,308.3,1567,34.6,71,0,10.699999999999989,54218.2,0.0453095086151882
2,297.5,308.3,1521,38.2,74,0,10.800000000000011,58102.2,0.0486522024983563
1,297.5,308.3,1596,36.8,77,0,10.800000000000011,58732.8,0.0482456140350877
0,297.6,308.3,1640,30.9,79,0,10.699999999999989,50676.0,0.048170731707317
1,297.6,308.3,1438,47.8,84,0,10.699999999999989,68736.4,0.0584144645340751
1,297.6,308.4,1407,55.2,86,0,10.799999999999956,77666.40000000001,0.0611229566453447
1,297.6,308.4,1353,57.5,88,0,10.799999999999956,77797.5,0.065040650406504
2,297.6,308.5,1552,40.9,90,0,10.899999999999975,63476.8,0.0579896907216494
2,297.6,308.4,1569,38.3,93,0,10.799999999999956,60092.7,0.0592734225621414
1,297.5,308.4,1489,39.5,96,0,10.899999999999975,58815.5,0.0644728005372733
0,297.5,308.4,1587,36.1,98,0,10.899999999999975,57290.7,0.0617517328292375
2,297.5,308.3,1622,37.2,103,0,10.800000000000011,60338.4,0.063501849568434
1,297.5,308.4,1604,38.1,106,0,10.899999999999975,61112.4,0.0660847880299251
2,297.4,308.3,1405,51.7,108,0,10.900000000000034,72638.5,0.0768683274021352
1,297.4,308.3,1412,42.0,111,0,10.900000000000034,59304.0,0.0786118980169971
1,297.4,308.3,1431,43.0,113,0,10.900000000000034,61533.0,0.0789657582110412
1,297.4,308.2,1533,37.4,115,0,10.800000000000011,57334.2,0.0750163078930202
2,297.4,308.2,1401,51.9,117,0,10.800000000000011,72711.9,0.0835117773019272
2,297.4,308.2,1424,53.9,120,0,10.800000000000011,76753.59999999999,0.0842696629213483
1,297.3,308.2,1754,29.4,123,0,10.899999999999975,51567.6,0.0701254275940707
1,297.3,308.2,1754,26.8,125,0,10.899999999999975,47007.2,0.0712656784492588
1,297.5,308.3,2564,12.8,127,1,10.800000000000011,32819.200000000004,0.0495319812792511
1,297.5,308.5,1546,40.4,129,0,11.0,62458.4,0.0834411384217335
1,297.5,308.5,1335,48.0,131,0,11.0,64080.0,0.09812734082397
2,297.5,308.6,1842,27.0,133,0,11.100000000000025,49734.0,0.0722041259500543
1,297.5,308.5,1712,26.8,136,0,11.0,45881.6,0.0794392523364486
2,297.6,308.6,1414,45.4,138,0,11.0,64195.6,0.0975954738330975
1,297.6,308.7,1319,50.9,141,0,11.099999999999966,67137.09999999999,0.1068991660348749
1,297.7,308.7,1249,60.4,143,0,11.0,75439.59999999999,0.1144915932746196
1,297.6,308.7,1455,48.2,145,0,11.099999999999966,70131.0,0.0996563573883161
2,297.6,308.7,1408,54.8,147,0,11.099999999999966,77158.4,0.104403409090909
1,297.6,308.7,1460,46.7,150,0,11.099999999999966,68182.0,0.1027397260273972
1,297.6,308.6,1491,38.1,152,0,11.0,56807.1,0.101945003353454
2,297.6,308.5,1490,43.4,154,0,10.899999999999975,64666.0,0.1033557046979865
2,297.5,308.4,1350,52.2,157,0,10.899999999999975,70470.0,0.1162962962962963
1,297.5,308.4,1528,39.9,160,0,10.899999999999975,60967.2,0.1047120418848167
1,297.4,308.3,1571,37.7,162,0,10.900000000000034,59226.7,0.1031190324633991
1,297.4,308.3,1490,42.6,164,0,10.900000000000034,63474.0,0.1100671140939597
2,297.4,308.3,1774,28.9,166,0,10.900000000000034,51268.6,0.0935738444193912
0,297.4,308.3,1502,43.6,169,0,10.900000000000034,65487.2,0.1125166444740346
1,297.4,308.4,1392,49.7,174,0,11.0,69182.40000000001,0.125
1,297.4,308.5,2100,16.9,176,0,11.100000000000025,35490.0,0.0838095238095238
1,297.5,308.5,1722,30.4,178,0,11.0,52348.8,0.1033681765389082
1,297.4,308.6,1678,32.3,180,0,11.200000000000044,54199.4,0.1072705601907032
1,297.3,308.6,1273,59.8,182,0,11.300000000000011,76125.4,0.1429693637077769
1,297.3,308.6,1297,45.9,184,0,11.300000000000011,59532.3,0.1418658442559753
1,297.3,308.5,1350,57.6,186,0,11.199999999999989,77760.0,0.1377777777777777
1,297.4,308.6,1439,51.9,188,0,11.200000000000044,74684.09999999999,0.1306462821403752
2,297.4,308.5,1600,42.1,190,0,11.100000000000025,67360.0,0.11875
2,297.4,308.6,1434,44.4,193,0,11.200000000000044,63669.6,0.1345885634588563
1,297.4,308.6,1459,41.3,196,0,11.200000000000044,60256.7,0.1343385880740233
2,297.5,308.6,1472,44.9,198,0,11.100000000000025,66092.8,0.1345108695652173
1,297.5,308.7,1429,44.3,201,0,11.199999999999989,63304.7,0.1406578026592022
1,297.5,308.6,1388,48.2,203,0,11.100000000000025,66901.6,0.1462536023054755
1,297.4,308.4,1573,34.5,205,0,11.0,54268.5,0.1303242212333121
1,297.4,308.4,1588,32.5,207,0,11.0,51610.0,0.130352644836272
1,297.5,308.4,1511,42.8,209,0,10.899999999999975,64670.8,0.1383189940436796
1,297.4,308.5,1495,37.8,211,0,11.100000000000025,56510.99999999999,0.1411371237458194
1,297.4,308.4,1394,50.1,213,0,11.0,69839.40000000001,0.1527977044476327
1,297.4,308.4,2151,17.7,0,0,11.0,38072.7,0.0
2,297.3,308.3,1501,38.2,2,0,11.0,57338.2,0.0013324450366422
2,297.3,308.3,1301,39.6,5,0,11.0,51519.6,0.0038431975403535
2,297.3,308.3,1657,31.1,8,0,11.0,51532.7,0.0048280024140012
1,297.3,308.3,1333,55.2,11,0,11.0,73581.6,0.0082520630157539
1,297.3,308.3,1484,43.9,13,0,11.0,65147.6,0.0087601078167115
1,297.3,308.4,1430,45.7,15,0,11.099999999999966,65351.00000000001,0.0104895104895104
2,297.3,308.4,1665,28.9,17,0,11.099999999999966,48118.5,0.0102102102102102
1,297.4,308.5,1501,44.9,20,0,11.100000000000025,67394.9,0.0133244503664223
2,297.5,308.5,1496,42.2,22,0,11.0,63131.2,0.0147058823529411
2,297.6,308.6,1595,36.9,25,0,11.0,58855.5,0.0156739811912225
1,297.5,308.6,1208,62.3,28,0,11.100000000000025,75258.4,0.0231788079470198
1,297.5,308.6,1596,37.1,30,0,11.100000000000025,59211.600000000006,0.018796992481203
1,297.5,308.5,1446,41.9,32,0,11.0,60587.4,0.0221300138312586
2,297.6,308.5,1466,39.7,34,0,10.899999999999975,58200.2,0.0231923601637107
2,297.6,308.5,1848,23.7,37,0,10.899999999999975,43797.6,0.020021645021645
2,297.5,308.5,1484,44.7,40,0,11.0,66334.8,0.0269541778975741
1,297.4,308.3,1493,41.2,43,0,10.900000000000034,61511.600000000006,0.0288010716677829
1,297.3,308.3,1504,36.3,45,0,11.0,54595.2,0.0299202127659574
1,297.3,308.3,1538,38.5,47,0,11.0,59213.0,0.0305591677503251
1,297.4,308.4,1341,52.2,49,0,11.0,70000.2,0.0365398956002982
2,297.4,308.3,1535,34.6,51,0,10.900000000000034,53111.0,0.0332247557003257
1,297.4,308.5,1389,39.2,54,0,11.100000000000025,54448.8,0.038876889848812
0,297.5,308.5,1393,46.6,56,0,11.0,64913.8,0.0402010050251256
1,297.4,308.5,1399,61.5,61,1,11.100000000000025,86038.5,0.043602573266619
0,297.4,308.5,1469,45.1,63,0,11.100000000000025,66251.90000000001,0.0428863172226004
1,297.4,308.4,1582,37.2,68,0,11.0,58850.4,0.0429835651074589
1,297.5,308.6,1793,26.7,70,0,11.100000000000025,47873.1,0.0390407138873396
1,297.5,308.6,1452,39.0,72,0,11.100000000000025,56628.0,0.0495867768595041
2,297.6,308.7,1376,59.9,74,0,11.099999999999966,82422.4,0.0537790697674418
1,297.5,308.6,1552,44.9,77,0,11.100000000000025,69684.8,0.0496134020618556
1,297.6,308.7,1622,37.9,79,0,11.099999999999966,61473.8,0.0487053020961775
2,297.6,308.7,1419,41.7,81,0,11.099999999999966,59172.3,0.0570824524312896
0,297.5,308.6,1440,46.1,84,0,11.100000000000025,66384.0,0.0583333333333333
2,297.4,308.6,1643,31.0,89,0,11.200000000000044,50933.0,0.0541692026780279
1,297.4,308.7,1510,36.2,92,0,11.300000000000011,54662.00000000001,0.0609271523178807
1,297.4,308.7,1468,46.6,94,0,11.300000000000011,68408.8,0.0640326975476839
1,297.4,308.7,1429,57.4,96,0,11.300000000000011,82024.59999999999,0.0671798460461861
0,297.3,308.7,1478,47.6,98,0,11.399999999999975,70352.8,0.0663058186738836
1,297.4,308.6,1276,53.6,103,0,11.200000000000044,68393.6,0.0807210031347962
1,297.3,308.6,1486,42.6,105,0,11.300000000000011,63303.6,0.0706594885598923
1,297.4,308.6,1476,42.3,107,0,11.200000000000044,62434.8,0.0724932249322493
0,297.3,308.6,1431,42.0,109,0,11.300000000000011,60102.0,0.0761705101327742
1,297.4,308.7,1402,40.2,114,0,11.300000000000011,56360.4,0.0813124108416547
1,297.4,308.7,1433,43.4,116,0,11.300000000000011,62192.2,0.0809490579204466
1,297.4,308.7,2874,4.2,118,1,11.300000000000011,12070.8,0.0410577592205984
1,297.3,308.6,1511,35.7,120,0,11.300000000000011,53942.7,0.0794176042356055
2,297.3,308.6,1456,42.9,122,0,11.300000000000011,62462.4,0.0837912087912087
1,297.2,308.5,1550,41.5,125,0,11.300000000000011,64325.0,0.0806451612903225
1,297.2,308.5,2182,16.5,127,0,11.300000000000011,36003.0,0.0582034830430797
1,297.3,308.7,1619,31.6,129,0,11.399999999999975,51160.4,0.0796788140827671
2,297.3,308.8,1586,32.7,131,0,11.5,51862.2,0.0825977301387137
0,297.3,308.8,1499,44.2,134,0,11.5,66255.8,0.0893929286190793
0,297.3,308.8,1419,42.4,139,0,11.5,60165.6,0.0979563072586328
2,297.4,309.0,1497,41.8,144,0,11.600000000000025,62574.6,0.096192384769539
2,297.4,309.0,1520,37.0,147,0,11.600000000000025,56240.0,0.0967105263157894
1,297.4,309.1,1478,49.8,150,0,11.700000000000044,73604.4,0.10148849797023
1,297.4,309.1,1380,41.1,152,0,11.700000000000044,56718.0,0.1101449275362318
1,297.4,309.0,1570,37.9,154,0,11.600000000000025,59503.0,0.0980891719745223
0,297.4,309.0,1468,41.4,156,0,11.600000000000025,60775.2,0.106267029972752
1,297.4,309.0,1833,22.6,161,0,11.600000000000025,41425.8,0.0878341516639389
2,297.4,308.9,1323,57.3,163,0,11.5,75807.9,0.1232048374905517
1,297.4,309.0,1583,32.0,166,0,11.600000000000025,50656.0,0.1048641819330385
2,297.3,309.0,1556,39.5,168,0,11.699999999999989,61462.0,0.1079691516709511
1,297.3,309.0,1548,37.4,171,0,11.699999999999989,57895.2,0.1104651162790697
1,297.4,309.0,1324,56.9,173,0,11.600000000000025,75335.59999999999,0.1306646525679758
1,297.4,309.0,1568,33.7,175,0,11.600000000000025,52841.600000000006,0.1116071428571428
2,297.4,309.0,1685,30.7,177,0,11.600000000000025,51729.5,0.1050445103857566
2,297.4,309.1,1582,35.9,180,0,11.700000000000044,56793.8,0.11378002528445
2,297.4,309.1,1463,35.0,183,0,11.700000000000044,51205.0,0.1250854408749145
1,297.4,309.2,1584,42.8,186,0,11.800000000000011,67795.2,0.1174242424242424
2,297.5,309.2,1347,55.8,188,0,11.699999999999989,75162.59999999999,0.139569413511507
1,297.4,309.2,1459,37.9,191,0,11.800000000000011,55296.1,0.1309115832762165
1,297.4,309.2,1420,45.6,193,0,11.800000000000011,64752.0,0.1359154929577465
1,297.5,309.3,1404,43.5,195,0,11.800000000000011,61074.0,0.1388888888888889
1,297.5,309.3,1470,38.8,197,0,11.800000000000011,57035.99999999999,0.1340136054421768
1,297.6,309.4,1326,49.8,199,0,11.799999999999956,66034.8,0.1500754147812971
0,297.5,309.3,1459,49.7,201,0,11.800000000000011,72512.3,0.13776559287183
2,297.5,309.2,1530,40.0,206,0,11.699999999999989,61200.0,0.134640522875817
1,297.4,309.0,1505,39.2,209,0,11.600000000000025,58996.00000000001,0.1388704318936877
1,297.5,309.1,1611,30.2,211,0,11.600000000000025,48652.2,0.1309745499689633
1,297.5,309.1,1515,35.1,213,0,11.600000000000025,53176.5,0.1405940594059406
2,297.5,309.2,1804,27.4,215,0,11.699999999999989,49429.6,0.1191796008869179
2,297.6,309.3,1464,46.2,218,0,11.699999999999989,67636.8,0.1489071038251366
1,297.6,309.2,1390,43.3,221,0,11.599999999999966,60186.99999999999,0.1589928057553956
2,297.6,309.2,1442,48.1,0,0,11.599999999999966,69360.2,0.0
2,297.6,309.3,1529,41.9,3,0,11.699999999999989,64065.1,0.0019620667102681
1,297.6,309.3,1610,35.0,6,0,11.699999999999989,56350.0,0.0037267080745341
1,297.6,309.3,1543,34.3,8,0,11.699999999999989,52924.9,0.0051847051198963
0,297.8,309.4,1445,48.2,10,0,11.599999999999966,69649.0,0.0069204152249134
1,297.7,309.3,1893,24.6,15,0,11.600000000000025,46567.8,0.0079239302694136
2,297.6,309.3,1415,41.3,17,0,11.699999999999989,58439.49999999999,0.0120141342756183
1,297.5,309.3,1564,37.5,20,0,11.800000000000011,58650.0,0.0127877237851662
1,297.5,309.3,1479,39.4,22,0,11.800000000000011,58272.6,0.0148749154834347
1,297.5,309.2,1426,44.8,24,0,11.699999999999989,63884.8,0.0168302945301542
1,297.4,309.2,1428,38.8,26,0,11.800000000000011,55406.4,0.0182072829131652
1,297.4,309.2,1620,33.2,28,0,11.800000000000011,53784.00000000001,0.0172839506172839
1,297.5,309.2,1715,28.0,30,0,11.699999999999989,48020.0,0.0174927113702623
1,297.5,309.3,1732,29.9,32,0,11.800000000000011,51786.8,0.0184757505773672
2,297.5,309.4,1391,58.2,34,0,11.899999999999975,80956.2,0.0244428468727534
1,297.6,309.5,1924,20.6,37,0,11.899999999999975,39634.4,0.0192307692307692
2,297.7,309.5,2027,19.8,39,0,11.800000000000011,40134.6,0.0192402565367538
1,297.6,309.5,1617,36.2,42,0,11.899999999999975,58535.4,0.0259740259740259
1,297.5,309.4,1497,35.8,44,0,11.899999999999975,53592.6,0.0293921175684702
2,297.5,309.5,1448,43.7,46,0,12.0,63277.600000000006,0.0317679558011049
1,297.4,309.4,1401,45.9,49,0,12.0,64305.9,0.0349750178443968
1,297.4,309.4,1620,35.4,51,0,12.0,57348.0,0.0314814814814814
1,297.4,309.4,1466,45.5,53,0,12.0,66703.0,0.0361527967257844
1,297.6,309.5,1373,50.6,55,0,11.899999999999975,69473.8,0.0400582665695557
2,297.6,309.6,1592,35.8,57,0,12.0,56993.6,0.0358040201005025
2,297.5,309.5,1553,42.4,60,0,12.0,65847.2,0.0386349001931745
1,297.6,309.5,1569,36.2,63,0,11.899999999999975,56797.8,0.0401529636711281
2,297.6,309.5,1709,32.2,65,0,11.899999999999975,55029.8,0.0380339379754242
1,297.6,309.5,1549,34.9,68,0,11.899999999999975,54060.1,0.0438992898644286
1,297.5,309.4,1443,45.4,70,0,11.899999999999975,65512.2,0.0485100485100485
1,297.5,309.3,1675,29.8,72,0,11.800000000000011,49915.0,0.0429850746268656
1,297.5,309.3,1623,33.4,74,0,11.800000000000011,54208.2,0.0455945779420825
0,297.4,309.3,1365,52.4,76,0,11.900000000000034,71526.0,0.0556776556776556
1,297.4,309.3,1759,24.8,81,0,11.900000000000034,43623.2,0.046048891415577
0,297.4,309.3,1516,43.0,83,0,11.900000000000034,65188.0,0.0547493403693931
2,297.4,309.3,1499,36.8,88,0,11.900000000000034,55163.2,0.0587058038692461
2,297.4,309.3,1775,25.8,91,0,11.900000000000034,45795.0,0.0512676056338028
1,297.4,309.4,1473,45.5,94,0,12.0,67021.5,0.063815342837746
1,297.4,309.4,1296,52.3,96,0,12.0,67780.8,0.074074074074074
1,297.5,309.4,1803,24.7,98,0,11.899999999999975,44534.1,0.0543538546866333
0,297.5,309.3,1563,36.1,100,0,11.800000000000011,56424.3,0.0639795265515035
2,297.5,309.4,1831,26.6,105,0,11.899999999999975,48704.600000000006,0.0573457127252867
1,297.6,309.4,1958,22.1,108,0,11.799999999999956,43271.8,0.0551583248212461
1,297.5,309.4,1809,24.3,110,0,11.899999999999975,43958.7,0.0608070757324488
2,297.5,309.4,1482,39.3,112,0,11.899999999999975,58242.6,0.0755735492577597
1,297.4,309.3,1332,53.2,115,0,11.900000000000034,70862.40000000001,0.0863363363363363
1,297.4,309.2,1437,40.4,117,0,11.800000000000011,58054.8,0.081419624217119
1,297.4,309.2,1698,29.4,119,0,11.800000000000011,49921.2,0.0700824499411071
1,297.4,309.2,1274,54.3,121,0,11.800000000000011,69178.2,0.0949764521193092
2,297.4,309.3,1622,35.0,123,0,11.900000000000034,56770.0,0.0758323057953144
2,297.4,309.3,1564,36.0,126,0,11.900000000000034,56304.0,0.0805626598465473
0,297.5,309.4,1368,45.3,129,0,11.899999999999975,61970.4,0.094298245614035
2,297.4,309.4,1539,42.2,134,0,12.0,64945.8,0.0870695256660168
1,297.5,309.4,1357,50.1,137,0,11.899999999999975,67985.7,0.1009579955784819
2,297.5,309.4,1433,48.3,139,0,11.899999999999975,69213.9,0.0969993021632937
1,297.5,309.4,1650,34.6,142,0,11.899999999999975,57090.0,0.086060606060606
1,297.5,309.4,1503,40.6,144,0,11.899999999999975,61021.8,0.0958083832335329
1,297.5,309.4,1318,58.2,146,0,11.899999999999975,76707.6,0.1107738998482549
2,297.5,309.4,1678,34.4,148,0,11.899999999999975,57723.2,0.0882002383790226
1,297.6,309.5,1574,30.9,151,0,11.899999999999975,48636.6,0.0959339263024142
1,297.7,309.6,1529,35.2,153,0,11.900000000000034,53820.8,0.1000654022236756
0,297.6,309.6,1669,32.1,155,0,12.0,53574.9,0.0928699820251647
0,297.7,309.7,1570,35.8,160,0,12.0,56205.99999999999,0.1019108280254777
2,297.6,309.7,1541,33.7,165,0,12.099999999999966,51931.7,0.1070733290071382
2,297.7,309.7,1680,30.2,168,0,12.0,50736.0,0.1
1,297.8,309.7,1935,22.1,171,0,11.899999999999975,42763.5,0.0883720930232558
2,297.7,309.6,1596,35.2,173,0,11.900000000000034,56179.2,0.1083959899749373
1,297.7,309.7,1498,41.0,176,0,12.0,61418.0,0.1174899866488651
2,297.8,309.8,1676,29.0,178,0,12.0,48604.0,0.1062052505966587
1,297.8,309.9,1351,49.0,181,0,12.099999999999966,66199.0,0.1339748334566987
1,297.9,309.9,1472,45.0,183,0,12.0,66240.0,0.124320652173913
2,297.9,310.0,1439,41.7,185,0,12.100000000000025,60006.3,0.1285615010423905
2,297.9,309.9,1410,55.4,188,0,12.0,78114.0,0.1333333333333333
0,297.7,309.7,1440,51.1,191,0,12.0,73584.0,0.1326388888888889
1,297.7,309.7,1591,37.7,196,0,12.0,59980.7,0.1231929604022627
1,297.8,309.8,1533,36.8,198,0,12.0,56414.4,0.1291585127201565
2,297.8,309.7,1700,31.3,200,0,11.899999999999975,53210.0,0.1176470588235294
2,297.8,309.8,1798,25.5,203,0,12.0,45849.0,0.1129032258064516
1,297.8,309.7,1394,42.9,206,0,11.899999999999975,59802.6,0.1477761836441893
1,297.8,309.7,1341,49.2,208,0,11.899999999999975,65977.2,0.1551081282624906
0,297.7,309.6,1697,32.2,210,0,11.900000000000034,54643.4,0.1237477902180318
0,297.6,309.6,1419,48.2,215,0,12.0,68395.8,0.1515151515151515
1,297.6,309.5,2001,20.5,220,0,11.899999999999975,41020.5,0.1099450274862568
1,297.6,309.6,1501,49.8,222,1,12.0,74749.8,0.1479013990672884
0,297.6,309.5,1623,33.1,224,0,11.899999999999975,53721.3,0.1380160197165742
1,297.6,309.4,1628,33.4,229,0,11.799999999999956,54375.2,0.1406633906633906
1,297.6,309.4,1491,40.2,231,0,11.799999999999956,59938.2,0.1549295774647887
1,297.5,309.4,1517,36.7,233,0,11.899999999999975,55673.9,0.1535926170072511
0,297.5,309.3,1525,41.7,235,0,11.800000000000011,63592.50000000001,0.1540983606557377
0,297.5,309.5,1668,27.9,240,0,12.0,46537.2,0.1438848920863309
1,297.5,309.6,1312,50.7,0,0,12.100000000000025,66518.40000000001,0.0
0,297.6,309.6,1278,50.4,2,0,12.0,64411.2,0.001564945226917
2,297.6,309.6,1330,53.1,7,0,12.0,70623.0,0.0052631578947368
2,297.6,309.6,1530,37.3,10,0,12.0,57068.99999999999,0.0065359477124183
0,297.6,309.6,1428,46.6,13,0,12.0,66544.8,0.0091036414565826
1,297.7,309.6,1480,47.9,18,0,11.900000000000034,70892.0,0.0121621621621621
0,297.7,309.7,1616,31.1,20,0,12.0,50257.600000000006,0.0123762376237623
1,297.8,309.7,1547,37.3,25,0,11.899999999999975,57703.1,0.0161603102779573
